afile	alang	astatus	sentlength	ppron	possdet	indef	cconj	whconj	relativ	pied	correl	copula	attrib	pasttense	lexdens	lexTTR	mquantif	mpred	finites	infs	pverbals	deverbals	bypassives	longpassives	sconj	addit	advers	caus	tempseq	epist	but	comp	sup	neg	numcls	simple	demdets	nnargs	mhd	mdd	acl	aux	aux:pass	ccomp	nsubj:pass	parataxis	xcomp
RU_1_244_35	ru	bad	19.45	0.033419023136246784	0.007712082262210797	0.002570694087403599	0.4	0.1	0.25	0.05	0.3	0.05	1.35	0.5	0.4267352185089974	0.9880952380952381	0.007712082262210797	0.3	0.6862745098039216	0.0784313725490196	0.058823529411764705	0.0784313725490196	0.05	0.1	0.7	0.0	0.0	0.1	0.0	0.05	0.1	0.02040816326530612	0.0	0.2	1.5	0.2	0.03598971722365039	0.5	3.8144598293863	1.1600554547576605	0.11166666666666666	0.0	0.03666666666666667	0.26666666666666666	0.026666666666666665	0.22666666666666666	0.13166666666666665
RU_1_271_4	ru	bad	26.1	0.03639846743295019	0.009578544061302681	0.0	0.75	0.1	0.65	0.05	0.1	0.15	2.0	0.9	0.42911877394636017	0.9613733905579399	0.005747126436781609	0.4	0.703125	0.09375	0.09375	0.109375	0.0	0.15	0.35	0.05	0.0	0.0	0.15	0.1	0.15	0.015625	0.0	0.15	2.2	0.2	0.019157088122605363	0.5857142857142857	4.196146980569496	1.2782155842847218	0.16666666666666666	0.0	0.041666666666666664	0.05	0.026666666666666665	0.28500000000000003	0.22999999999999998
RU_1_150_2	ru	bad	26.285714285714285	0.024456521739130436	0.016304347826086956	0.002717391304347826	0.9285714285714286	0.0	0.42857142857142855	0.2857142857142857	0.14285714285714285	0.0	3.0	0.5714285714285714	0.5054347826086957	0.9841269841269841	0.008152173913043478	0.14285714285714285	0.6571428571428571	0.02857142857142857	0.14285714285714285	0.37142857142857144	0.0	0.21428571428571427	0.5714285714285714	0.07142857142857142	0.14285714285714285	0.0	0.35714285714285715	0.07142857142857142	0.0	0.0273972602739726	0.0273972602739726	0.14285714285714285	1.6428571428571428	0.21428571428571427	0.008152173913043478	0.675	4.207605354597836	1.3780075921053363	0.21428571428571427	0.0	0.0	0.07142857142857142	0.17857142857142858	0.25	0.07142857142857142
RU_1_244_1	ru	bad	23.523809523809526	0.032388663967611336	0.008097165991902834	0.0020242914979757085	0.5238095238095238	0.047619047619047616	0.7142857142857143	0.09523809523809523	0.47619047619047616	0.047619047619047616	1.9047619047619047	0.5714285714285714	0.4898785425101215	0.9758064516129032	0.004048582995951417	0.2857142857142857	0.7058823529411765	0.014705882352941176	0.14705882352941177	0.20588235294117646	0.0	0.14285714285714285	0.6190476190476191	0.047619047619047616	0.047619047619047616	0.0	0.0	0.047619047619047616	0.047619047619047616	0.0	0.029850746268656716	0.14285714285714285	2.0952380952380953	0.14285714285714285	0.022267206477732792	0.5774647887323944	3.874447160584979	1.2152174426745124	0.24659863945578234	0.0	0.0	0.18934240362811788	0.03061224489795918	0.26360544217687076	0.12698412698412698
RU_1_274_41	ru	bad	24.75	0.027777777777777776	0.0025252525252525255	0.0	0.75	0.0625	0.1875	0.0625	0.0625	0.0625	1.5625	1.4375	0.45202020202020204	1.0	0.005050505050505051	0.375	0.5681818181818182	0.18181818181818182	0.06818181818181818	0.29545454545454547	0.0	0.0625	0.5625	0.0	0.125	0.0	0.0	0.0	0.125	0.07142857142857142	0.0	0.375	1.9375	0.125	0.007575757575757576	0.6521739130434783	4.178524290252231	1.074979635312116	0.109375	0.05208333333333333	0.015625	0.03125	0.015625	0.24479166666666666	0.28125
RU_1_169_5	ru	bad	21.473684210526315	0.007352941176470588	0.0	0.0	0.8421052631578947	0.0	0.3157894736842105	0.10526315789473684	0.15789473684210525	0.21052631578947367	1.631578947368421	0.6842105263157895	0.4950980392156863	0.9758454106280193	0.004901960784313725	0.21052631578947367	0.8157894736842105	0.02631578947368421	0.10526315789473684	0.2631578947368421	0.0	0.10526315789473684	0.631578947368421	0.10526315789473684	0.05263157894736842	0.0	0.0	0.21052631578947367	0.10526315789473684	0.08064516129032258	0.03225806451612903	0.2631578947368421	1.368421052631579	0.21052631578947367	0.01715686274509804	0.6458333333333334	3.750713478557906	1.0671577089920745	0.08333333333333333	0.013157894736842105	0.017543859649122806	0.15789473684210525	0.017543859649122806	0.23684210526315788	0.10526315789473684
RU_1_244_26	ru	bad	23.2	0.032327586206896554	0.010775862068965518	0.0021551724137931034	0.6	0.1	0.35	0.1	0.15	0.05	1.9	0.8	0.5021551724137931	0.9708333333333333	0.0021551724137931034	0.25	0.6923076923076923	0.03076923076923077	0.15384615384615385	0.2	0.05	0.15	0.75	0.1	0.0	0.05	0.0	0.0	0.1	0.03278688524590164	0.0	0.15	1.95	0.1	0.01939655172413793	0.5344827586206896	4.1022714728480505	1.1930222414706773	0.25916666666666666	0.01	0.016666666666666666	0.14916666666666667	0.11666666666666665	0.13833333333333334	0.10999999999999999
RU_1_274_37	ru	bad	30.285714285714285	0.018867924528301886	0.01650943396226415	0.0023584905660377358	1.2142857142857142	0.14285714285714285	0.35714285714285715	0.0	0.14285714285714285	0.07142857142857142	1.7857142857142858	1.6428571428571428	0.39858490566037735	1.0	0.0023584905660377358	0.5714285714285714	0.6222222222222222	0.13333333333333333	0.06666666666666667	0.15555555555555556	0.0	0.14285714285714285	0.8571428571428571	0.0	0.14285714285714285	0.21428571428571427	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.02702702702702703	0.0	0.5	2.142857142857143	0.07142857142857142	0.0047169811320754715	0.7045454545454546	4.280599554135603	1.4715688452197626	0.16666666666666666	0.023809523809523808	0.047619047619047616	0.14523809523809522	0.047619047619047616	0.10952380952380951	0.24523809523809526
RU_1_380_4	ru	bad	22.03125	0.019858156028368795	0.00851063829787234	0.0070921985815602835	0.8125	0.0625	0.1875	0.03125	0.125	0.21875	1.21875	0.84375	0.46382978723404256	0.9761194029850746	0.011347517730496455	0.25	0.6172839506172839	0.24691358024691357	0.07407407407407407	0.32098765432098764	0.0	0.15625	0.78125	0.15625	0.0625	0.15625	0.0	0.125	0.125	0.0891089108910891	0.0	0.4375	1.6875	0.28125	0.03404255319148936	0.6375	3.8344087938064972	1.1962380430555188	0.15625	0.0625	0.03125	0.09635416666666666	0.03125	0.26041666666666663	0.11197916666666666
RU_1_126_3	ru	bad	20.266666666666666	0.01644736842105263	0.003289473684210526	0.0	0.6	0.13333333333333333	0.0	0.0	0.0	0.06666666666666667	2.1333333333333333	0.4	0.5230263157894737	0.9814814814814815	0.003289473684210526	0.4	0.6785714285714286	0.0	0.03571428571428571	0.4642857142857143	0.0	0.06666666666666667	0.4666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.2	0.13333333333333333	0.0	0.0	0.4666666666666667	1.3333333333333333	0.26666666666666666	0.013157894736842105	0.7586206896551724	3.4220976917116936	1.1842663868380436	0.12222222222222222	0.0	0.0	0.06666666666666667	0.03333333333333333	0.28888888888888886	0.22222222222222224
